,plot_id,center_lon,center_lat,size_m,shape,sample_points,email,flagged,flagged_reason,confidence,collection_time,analysis_duration,common_securewatch_date,total_securewatch_dates,pl_plotid,Land Cover Elements:Trees_CanopyCover,Land Cover Elements:bush/scrub,Land Cover Elements:grass,Land Cover Elements:cultivated vegetation,Land Cover Elements:Water>treated pool,Land Cover Elements:Water>lake/ponded/container,Land Cover Elements:Water>rivers/stream,Land Cover Elements:Water>irrigation ditch,Land Cover Elements:shadow,Land Cover Elements:unknown,Land Cover Elements:Bare Ground,Land Cover Elements:Building,Land Cover Elements:Impervious Surface (no building),AOI Number
417,140877488,-77.67756845,38.74891191,square,100.0,100,64,False,,100.0,2021-07-21 22:05,240.9 secs,,0,1110,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,7.0,11.0
418,140877489,-77.67180334,38.74891191,square,100.0,100,64,False,,100.0,2021-07-21 22:10,315.9 secs,,0,1111,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,11.0
420,140877491,-77.69486376,38.7444153,square,100.0,100,64,False,,100.0,2021-07-21 22:25,486.8 secs,,0,1113,1.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,31.0,11.0
423,140877494,-77.67756845,38.7444153,square,100.0,100,64,False,,100.0,2021-07-21 22:54,215.6 secs,,0,1116,10.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,2.0,42.0,11.0
425,140877496,-77.66603824,38.7444153,square,100.0,100,64,False,,100.0,2021-07-21 23:01,209.2 secs,,0,1118,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,40.0,11.0
427,140877498,-77.68909866,38.7399187,square,100.0,100,64,False,,100.0,2021-07-21 23:09,340.3 secs,,0,1120,21.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,22.0,11.0
428,140877499,-77.68333355,38.7399187,square,100.0,100,64,False,,100.0,2021-07-21 23:12,189.7 secs,,0,1121,53.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,11.0
429,140877500,-77.67756845,38.7399187,square,100.0,100,64,False,,100.0,2021-07-21 23:15,181.6 secs,,0,1122,58.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,11.0
431,140877502,-77.66603824,38.7399187,square,100.0,100,64,False,,100.0,2021-07-21 23:21,133.3 secs,,0,1124,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
434,140877505,-77.68333355,38.73542209,square,100.0,100,64,False,,100.0,2021-07-21 23:30,153.8 secs,,0,1127,56.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,11.0
435,140877506,-77.67756845,38.73542209,square,100.0,100,64,False,,100.0,2021-07-21 23:32,152.3 secs,,0,1128,36.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
438,140877509,-77.69486376,38.73092548,square,100.0,100,64,False,,100.0,2021-07-21 23:41,130.1 secs,,0,1131,70.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,11.0
441,140877512,-77.67756845,38.73092548,square,100.0,100,64,False,,100.0,2021-07-21 23:53,103.3 secs,,0,1134,76.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
443,140877514,-77.66603824,38.73092548,square,100.0,100,64,False,,100.0,2021-07-22 00:00,296.0 secs,,0,1136,54.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,14.0,11.0
444,140877515,-77.61149673083727,39.05566620590005,square,100.0,100,10,False,,100.0,2021-07-14 06:11,8.8 secs,,0,1200,21.0,1.0,54.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,11.0,6.0,12.0
445,140877516,-77.62597326060843,39.06690772597404,square,100.0,100,10,False,,100.0,2021-07-14 04:38,173.0 secs,,0,1201,23.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,12.0
446,140877517,-77.62018264869997,39.06690772597404,square,100.0,100,10,False,,100.0,2021-07-14 04:41,194.7 secs,,0,1202,33.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0
415,140877486,-77.68909866,38.74891191,square,100.0,100,64,False,,100.0,2021-07-21 21:57,797.2 secs,,0,1108,74.0,0.0,17.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,11.0
410,140877481,-77.68333355,38.75340852,square,100.0,100,64,False,,100.0,2021-07-20 18:40,149.8 secs,,0,1103,49.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
409,140877480,-77.68909866,38.75340852,square,100.0,100,64,False,,100.0,2021-07-20 18:37,271.9 secs,,0,1102,78.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,11.0
932,140878003,-121.15905166119282,38.6590459120444,square,100.0,100,15,False,,100.0,2021-07-15 01:15,1751.1 secs,,0,2507,40.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,35.0,25.0
939,140878010,-121.15329379671569,38.6545493040148,square,100.0,100,15,False,,100.0,2021-07-15 21:57,8474.3 secs,,0,2514,10.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,47.0,25.0
938,140878009,-121.15905166119282,38.6545493040148,square,100.0,100,15,False,,100.0,2021-07-15 19:35,549.0 secs,,0,2513,67.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,6.0,6.0,25.0
937,140878008,-121.1302623388072,38.6590459120444,square,100.0,100,15,False,,100.0,2021-07-15 19:26,143.3 secs,,0,2512,0.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,50.0,25.0
936,140878007,-121.13602020328432,38.6590459120444,square,100.0,100,15,False,,100.0,2021-07-15 16:03,916.3 secs,,0,2511,28.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,8.0,29.0,25.0
935,140878006,-121.14177806776144,38.6590459120444,square,100.0,100,15,False,,100.0,2021-07-15 15:47,47066.8 secs,,0,2510,17.0,7.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,43.0,25.0
934,140878005,-121.14753593223855,38.6590459120444,square,100.0,100,15,False,,100.0,2021-07-15 02:43,572.0 secs,,0,2509,12.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,19.0,50.0,25.0
933,140878004,-121.15329379671569,38.6590459120444,square,100.0,100,15,False,,100.0,2021-07-15 02:33,1765.8 secs,,0,2508,28.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,18.0,19.0,25.0
931,140878002,-121.1302623388072,38.66354252007399,square,100.0,100,15,False,,100.0,2021-07-15 00:46,192.1 secs,,0,2506,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,51.0,25.0
408,140877479,-77.69486376,38.75340852,square,100.0,100,64,False,,100.0,2021-07-22 00:02,126.2 secs,,0,1101,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
930,140878001,-121.13602020328432,38.66354252007399,square,100.0,100,15,False,,100.0,2021-07-15 00:43,196.6 secs,,0,2505,10.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,53.0,25.0
929,140878000,-121.14177806776144,38.66354252007399,square,100.0,100,15,False,,100.0,2021-07-15 00:39,1890.6 secs,,0,2504,18.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,47.0,25.0
926,140877997,-121.15905166119282,38.66354252007399,square,100.0,100,15,False,,100.0,2021-07-14 23:30,1023.8 secs,,0,2501,36.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,35.0,15.0,25.0
391,140877462,-118.1493466840843,34.11454169598521,square,100.0,100,1,False,,100.0,2021-08-08 06:58,269.2 secs,,0,1021,32.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,58.0,10.0
398,140877469,-118.14391531591568,34.11004508795561,square,100.0,100,1,False,,100.0,2021-08-08 07:41,366.2 secs,,0,1028,42.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,20.0,10.0
400,140877471,-118.1330525795784,34.11004508795561,square,100.0,100,1,False,,100.0,2021-08-08 15:52,302.7 secs,,0,1030,41.0,0.0,0.0,15.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,17.0,22.0,10.0
407,140877478,-77.680451,38.742167,square,100.0,100,64,False,,100.0,2021-07-20 18:32,348.1 secs,,0,1100,0.0,1.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,11.0
851,140877922,-97.378394,27.669726,square,100.0,100,24,False,,100.0,2021-07-09 22:06,420.1 secs,,0,2300,32.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29.0,21.0,23.0
850,140877921,-95.42852101,29.75631067,square,100.0,100,11,False,,100.0,2021-07-21 03:14,92.3 secs,,0,2236,8.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,22.0
849,140877920,-95.43370115,29.75631067,square,100.0,100,11,False,,100.0,2021-07-21 03:13,136.7 secs,,0,2235,20.0,0.0,68.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,22.0
616,140877687,-95.429742415878,29.765126124505795,square,100.0,100,30,False,,100.0,2021-07-11 20:37,11.0 secs,,0,1624,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
585,140877656,-115.33022676585117,36.12600317176999,square,100.0,100,17,False,,100.0,2021-07-22 03:18,125.8 secs,,0,1530,8.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,20.0,25.0,19.0,15.0
586,140877657,-115.35806426591144,36.1215065637404,square,100.0,100,17,False,,100.0,2021-07-22 03:20,111.9 secs,,0,1531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,15.0
587,140877658,-115.35249676589936,36.1215065637404,square,100.0,100,17,False,,100.0,2021-07-22 03:22,82.6 secs,,0,1532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,15.0
588,140877659,-115.34692926588733,36.1215065637404,square,100.0,100,17,False,,100.0,2021-07-22 03:31,540.9 secs,,0,1533,8.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,69.0,0.0,4.0,15.0
589,140877660,-115.34136176587526,36.1215065637404,square,100.0,100,17,False,,100.0,2021-07-22 03:33,143.3 secs,,0,1534,1.0,3.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,15.0
590,140877661,-115.3357942658632,36.1215065637404,square,100.0,100,17,False,,100.0,2021-07-22 03:36,146.6 secs,,0,1535,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,40.0,7.0,41.0,15.0
591,140877662,-115.33022676585117,36.1215065637404,square,100.0,100,17,False,,100.0,2021-07-22 03:38,146.8 secs,,0,1536,12.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,16.0,32.0,30.0,15.0
592,140877663,-95.44269275522764,29.76737442852059,square,100.0,100,30,False,,100.0,2021-07-10 20:48,626.9 secs,,0,1600,57.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,16.0
593,140877664,-95.4556430945773,29.77861594859457,square,100.0,100,30,False,,100.0,2021-07-10 20:51,126.8 secs,,0,1601,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,84.0,16.0
594,140877665,-95.45046295883743,29.77861594859457,square,100.0,100,30,False,,100.0,2021-07-10 20:57,381.4 secs,,0,1602,14.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,40.0,16.0
595,140877666,-95.4452828230976,29.77861594859457,square,100.0,100,30,False,,100.0,2021-07-11 19:35,81475.6 secs,,0,1603,7.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,53.0,16.0
596,140877667,-95.44010268735772,29.77861594859457,square,100.0,100,30,False,,100.0,2021-07-11 19:41,346.7 secs,,0,1604,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,16.0
597,140877668,-95.43492255161786,29.77861594859457,square,100.0,100,30,False,,100.0,2021-07-11 19:43,132.2 secs,,0,1605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,74.0,16.0
598,140877669,-95.429742415878,29.77861594859457,square,100.0,100,30,False,,100.0,2021-07-11 19:45,142.6 secs,,0,1606,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,60.0,16.0
599,140877670,-95.4556430945773,29.77411934056498,square,100.0,100,30,False,,100.0,2021-07-11 19:47,99.1 secs,,0,1607,20.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,76.0,16.0
600,140877671,-95.45046295883743,29.77411934056498,square,100.0,100,30,False,,100.0,2021-07-11 19:48,36.3 secs,,0,1608,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,16.0
604,140877675,-95.429742415878,29.77411934056498,square,100.0,100,30,False,,100.0,2021-07-11 19:57,239.0 secs,,0,1612,8.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,52.0,26.0,16.0
584,140877655,-115.3357942658632,36.12600317176999,square,100.0,100,17,False,,100.0,2021-07-22 03:16,158.5 secs,,0,1529,19.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,12.0,26.0,29.0,15.0
583,140877654,-115.34136176587526,36.12600317176999,square,100.0,100,17,False,,100.0,2021-07-22 03:14,125.6 secs,,0,1528,21.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,26.0,3.0,21.0,15.0
582,140877653,-115.34692926588733,36.12600317176999,square,100.0,100,17,False,,100.0,2021-07-22 03:11,141.0 secs,,0,1527,26.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,8.0,32.0,22.0,15.0
581,140877652,-115.35249676589936,36.12600317176999,square,100.0,100,17,False,,100.0,2021-07-22 03:09,95.4 secs,,0,1526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,15.0
574,140877645,-115.35806426591144,36.13049977979959,square,100.0,100,17,False,,100.0,2021-07-22 02:24,93.9 secs,,0,1519,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,15.0
575,140877646,-115.35249676589936,36.13049977979959,square,100.0,100,17,False,,100.0,2021-07-22 02:26,98.7 secs,,0,1520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,15.0
576,140877647,-115.34692926588733,36.13049977979959,square,100.0,100,17,False,,100.0,2021-07-22 02:59,1971.1 secs,,0,1521,16.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,57.0,12.0,5.0,15.0
577,140877648,-115.34136176587526,36.13049977979959,square,100.0,100,17,False,,100.0,2021-07-22 03:02,168.1 secs,,0,1522,5.0,1.0,51.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,17.0,14.0,8.0,15.0
578,140877649,-115.3357942658632,36.13049977979959,square,100.0,100,17,False,,100.0,2021-07-22 03:04,104.8 secs,,0,1523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,58.0,15.0
579,140877650,-115.33022676585117,36.13049977979959,square,100.0,100,17,False,,100.0,2021-07-22 03:06,146.9 secs,,0,1524,12.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,11.0,37.0,22.0,15.0
580,140877651,-115.35806426591144,36.12600317176999,square,100.0,100,17,False,,100.0,2021-07-22 03:07,83.5 secs,,0,1525,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,15.0
612,140877683,-95.45046295883743,29.765126124505795,square,100.0,100,30,False,,100.0,2021-07-11 20:27,83.6 secs,,0,1620,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
746,140877817,-122.4795228695666,37.92075152007399,square,100.0,100,0,False,,100.0,2021-07-21 00:12,323.2 secs,,0,2006,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0
848,140877919,-95.4388813,29.75631067,square,100.0,100,11,False,,100.0,2021-07-21 03:11,156.2 secs,,0,2234,49.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,6.0,9.0,12.0,22.0
618,140877689,-95.45046295883743,29.7606295164762,square,100.0,100,30,False,,100.0,2021-07-11 20:42,252.4 secs,,0,1626,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
709,140877780,-106.34355539678708,31.766588520073984,square,100.0,100,58,False,,100.0,2021-07-22 15:19,543.3 secs,,0,1906,7.0,0.0,1.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,60.0,19.0
708,140877779,-106.34884363807224,31.766588520073984,square,100.0,100,58,False,,100.0,2021-07-22 15:10,352.5 secs,,0,1905,7.0,1.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,47.0,19.0
707,140877778,-106.3541318793574,31.766588520073984,square,100.0,100,58,False,,100.0,2021-07-22 15:04,512.7 secs,,0,1904,0.0,6.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,18.0,44.0,19.0
706,140877777,-106.35942012064258,31.766588520073984,square,100.0,100,58,False,,100.0,2021-07-22 14:56,491.8 secs,,0,1903,11.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,58.0,19.0
705,140877776,-106.36470836192775,31.766588520073984,square,100.0,100,58,False,,100.0,2021-07-20 19:40,351.7 secs,,0,1902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,19.0
704,140877775,-106.36999660321293,31.766588520073984,square,100.0,100,58,False,,100.0,2021-07-20 19:34,405.3 secs,,0,1901,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,56.0,19.0
710,140877781,-106.36999660321293,31.76209191204439,square,100.0,100,58,False,,100.0,2021-07-22 15:25,369.5 secs,,0,1907,2.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,24.0,40.0,19.0
711,140877782,-106.36470836192775,31.76209191204439,square,100.0,100,58,False,,100.0,2021-07-22 15:31,354.5 secs,,0,1908,0.0,0.0,10.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,44.0,19.0
712,140877783,-106.35942012064258,31.76209191204439,square,100.0,100,58,False,,100.0,2021-07-22 15:40,514.8 secs,,0,1909,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,64.0,19.0
619,140877690,-95.4452828230976,29.7606295164762,square,100.0,100,30,False,,100.0,2021-07-11 20:42,7.8 secs,,0,1627,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
622,140877693,-95.429742415878,29.7606295164762,square,100.0,100,30,False,,100.0,2021-07-11 20:45,8.6 secs,,0,1630,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
625,140877696,-95.4452828230976,29.75613290844661,square,100.0,100,30,False,,100.0,2021-07-11 20:50,7.5 secs,,0,1633,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
739,140877810,-106.34355539678708,31.744105479926016,square,100.0,100,58,False,,100.0,2021-07-23 04:08,140.2 secs,,0,1936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,62.0,19.0
627,140877698,-95.43492255161786,29.75613290844661,square,100.0,100,30,False,,100.0,2021-07-11 20:53,108.6 secs,,0,1635,74.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,12.0,16.0
628,140877699,-95.429742415878,29.75613290844661,square,100.0,100,30,False,,100.0,2021-07-11 20:56,178.8 secs,,0,1636,5.0,0.0,52.0,0.0,0.0,35.0,0.0,0.0,2.0,0.0,1.0,0.0,5.0,16.0
1232,140878303,-88.6221346080446,47.2347689120444,square,100.0,100,6,False,,100.0,2021-07-14 23:41,12.3 secs,,0,3311,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0
713,140877784,-106.3541318793574,31.76209191204439,square,100.0,100,58,False,,100.0,2021-07-22 15:50,599.7 secs,,0,1910,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,26.0,58.0,19.0
727,140877798,-106.34355539678708,31.753098695985205,square,100.0,100,58,False,,100.0,2021-07-23 02:40,110.5 secs,,0,1924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,88.0,19.0
719,140877790,-106.3541318793574,31.7575953040148,square,100.0,100,58,False,,100.0,2021-07-23 01:17,29759.8 secs,,0,1916,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,83.0,19.0
717,140877788,-106.36470836192775,31.7575953040148,square,100.0,100,58,False,,100.0,2021-07-22 16:39,601.3 secs,,0,1914,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,44.0,39.0,19.0
714,140877785,-106.34884363807224,31.76209191204439,square,100.0,100,58,False,,100.0,2021-07-22 15:56,388.0 secs,,0,1911,2.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,26.0,52.0,19.0
827,140877898,-95.45442173,29.76980049,square,100.0,100,11,False,,100.0,2021-07-21 00:20,520766.7 secs,,0,2213,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,76.0,0.0,0.0,22.0
826,140877897,-95.42852101,29.7742971,square,100.0,100,11,False,,100.0,2021-07-14 23:40,808.7 secs,,0,2212,37.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,38.0,10.0,22.0
825,140877896,-95.43370115,29.7742971,square,100.0,100,11,False,,100.0,2021-07-14 23:27,113.0 secs,,0,2211,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,22.0
824,140877895,-95.4388813,29.7742971,square,100.0,100,11,False,,100.0,2021-07-09 18:05,517.7 secs,,0,2210,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,4.0,0.0,66.0,0.0,6.0,22.0
823,140877894,-95.44406144,29.7742971,square,100.0,100,11,False,,100.0,2021-07-09 17:56,228.6 secs,,0,2209,27.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,48.0,0.0,1.0,22.0
822,140877893,-95.44924159,29.7742971,square,100.0,100,11,False,,100.0,2021-07-09 17:52,1114.5 secs,,0,2208,54.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,5.0,0.0,6.0,22.0
821,140877892,-95.45442173,29.7742971,square,100.0,100,11,False,,100.0,2021-07-09 17:34,675.0 secs,,0,2207,64.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,5.0,0.0,5.0,22.0
820,140877891,-95.42852101,29.77879371,square,100.0,100,11,False,,100.0,2021-07-09 17:22,857.3 secs,,0,2206,0.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,42.0,3.0,18.0,22.0
819,140877890,-95.43370115,29.77879371,square,100.0,100,11,False,,100.0,2021-07-09 17:08,1256.2 secs,,0,2205,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,30.0,0.0,56.0,22.0
818,140877889,-95.4388813,29.77879371,square,100.0,100,11,False,,100.0,2021-07-09 16:47,282.1 secs,,0,2204,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,9.0,0.0,69.0,22.0
817,140877888,-95.44406144,29.77879371,square,100.0,100,11,False,,100.0,2021-07-09 16:42,458.5 secs,,0,2203,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,77.0,22.0
514,140877585,-73.75457017463509,42.707059479926016,square,100.0,100,55,False,,100.0,2021-08-06 04:14,37.9 secs,,0,1333,62.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,13.0
816,140877887,-95.44924159,29.77879371,square,100.0,100,11,False,,100.0,2021-07-09 16:35,132.1 secs,,0,2202,10.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,70.0,22.0
815,140877886,-95.45442173,29.77879371,square,100.0,100,11,False,,100.0,2021-07-09 16:29,884.8 secs,,0,2201,12.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.0,0.0,32.0,22.0
814,140877885,-95.44147137,29.76755219,square,100.0,100,11,False,,100.0,2021-07-09 16:32,171.7 secs,,0,2200,78.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,8.0,0.0,2.0,22.0
515,140877586,-73.74844982536489,42.707059479926016,square,100.0,100,55,False,,100.0,2021-08-06 04:15,27.1 secs,,0,1334,0.0,0.0,99.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
828,140877899,-95.44924159,29.76980049,square,100.0,100,11,False,,100.0,2021-07-21 00:20,39.2 secs,,0,2214,92.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,22.0
829,140877900,-95.44406144,29.76980049,square,100.0,100,11,False,,100.0,2021-07-21 00:22,132.2 secs,,0,2215,71.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,0.0,22.0
830,140877901,-95.4388813,29.76980049,square,100.0,100,11,False,,100.0,2021-07-21 00:24,92.1 secs,,0,2216,53.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,3.0,22.0
840,140877911,-95.44924159,29.76080728,square,100.0,100,11,False,,100.0,2021-07-21 02:41,90.3 secs,,0,2226,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,22.0
847,140877918,-95.44406144,29.75631067,square,100.0,100,11,False,,100.0,2021-07-21 03:08,14.3 secs,,0,2233,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
